Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),276
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,442720.63
Extraction Timestamp,20250727_160915
Monthly Income,"12,000.00"
Total Investment Amount,"1,227,461.48"
Total Investment Final Value,"3,337,159.45"
Total Investment Profit After Tax,"1,128,891.78"
Effective Annual Return After Tax,3.90%
Weighted Monthly Payment (30 years),"8,435.64"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"1,084,538.32"
Weighted Calculation Converged,Yes
