Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),2.25
Loan Term (months),192
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,180937.50
Extraction Timestamp,20250727_194820
